Date,Open,High,Low,Close,Adj Close,Volume
2016-08-19,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-08-22,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-08-23,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-08-24,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-08-25,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-08-26,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-08-29,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-08-30,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-08-31,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-01,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-02,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-06,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-07,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-08,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-09,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-12,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-13,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-14,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-15,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-16,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-19,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-20,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-21,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-22,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-23,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-26,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-27,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-28,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-29,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-09-30,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-03,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-04,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-05,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-06,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-07,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-11,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-12,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-13,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-14,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-17,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-18,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-19,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-20,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-21,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-24,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-25,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-26,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-27,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-28,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-10-31,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-01,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-02,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-03,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-04,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-07,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-08,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-09,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-10,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-11,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-14,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-15,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-16,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-17,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-18,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-21,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-22,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-23,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-24,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-25,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-28,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-29,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-11-30,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-12-01,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-12-02,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-12-05,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-12-06,0.050000,0.050000,0.050000,0.050000,0.050000,0
2016-12-07,0.200000,0.200000,0.200000,0.200000,0.200000,0
2016-12-08,0.180000,0.195000,0.170000,0.195000,0.195000,74500
2016-12-09,0.180000,0.180000,0.110000,0.110000,0.110000,115500
2016-12-12,0.120000,0.140000,0.120000,0.120000,0.120000,28000
2016-12-13,0.140000,0.140000,0.140000,0.140000,0.140000,21500
2016-12-14,0.140000,0.140000,0.140000,0.140000,0.140000,19000
2016-12-15,0.140000,0.140000,0.110000,0.130000,0.130000,72500
2016-12-16,0.115000,0.115000,0.105000,0.105000,0.105000,53000
2016-12-19,0.100000,0.100000,0.090000,0.100000,0.100000,75300
2016-12-20,0.100000,0.150000,0.100000,0.150000,0.150000,84500
2016-12-21,0.140000,0.150000,0.125000,0.150000,0.150000,79000
2016-12-22,0.150000,0.150000,0.150000,0.150000,0.150000,0
2016-12-23,0.130000,0.130000,0.130000,0.130000,0.130000,3000
2016-12-28,0.120000,0.120000,0.105000,0.105000,0.105000,108500
2016-12-29,0.100000,0.100000,0.100000,0.100000,0.100000,10000
2016-12-30,0.100000,0.100000,0.080000,0.100000,0.100000,286500
2017-01-03,0.120000,0.125000,0.120000,0.125000,0.125000,45000
2017-01-04,0.120000,0.145000,0.100000,0.105000,0.105000,1769700
2017-01-05,0.100000,0.190000,0.100000,0.170000,0.170000,4173900
2017-01-06,0.160000,0.220000,0.150000,0.175000,0.175000,5482300
2017-01-09,0.175000,0.230000,0.175000,0.225000,0.225000,2139100
2017-01-10,0.205000,0.230000,0.185000,0.195000,0.195000,1586000
2017-01-11,0.195000,0.205000,0.190000,0.195000,0.195000,374500
2017-01-12,0.190000,0.200000,0.180000,0.195000,0.195000,1020100
2017-01-13,0.195000,0.195000,0.180000,0.185000,0.185000,189400
2017-01-16,0.180000,0.195000,0.165000,0.175000,0.175000,401400
2017-01-17,0.170000,0.185000,0.170000,0.175000,0.175000,326700
2017-01-18,0.175000,0.290000,0.175000,0.275000,0.275000,8335000
2017-01-19,0.265000,0.335000,0.260000,0.290000,0.290000,6810300
2017-01-20,0.290000,0.295000,0.260000,0.265000,0.265000,1654700
2017-01-23,0.250000,0.260000,0.245000,0.250000,0.250000,675900
2017-01-24,0.250000,0.300000,0.250000,0.280000,0.280000,2191600
2017-01-25,0.285000,0.320000,0.270000,0.315000,0.315000,2479600
2017-01-26,0.310000,0.375000,0.290000,0.330000,0.330000,3595400
2017-01-27,0.335000,0.340000,0.305000,0.315000,0.315000,2039300
2017-01-30,0.310000,0.310000,0.260000,0.270000,0.270000,1708400
2017-01-31,0.260000,0.295000,0.250000,0.275000,0.275000,1272900
2017-02-01,0.280000,0.285000,0.275000,0.275000,0.275000,280600
2017-02-02,0.280000,0.295000,0.250000,0.275000,0.275000,1023200
2017-02-03,0.260000,0.265000,0.245000,0.255000,0.255000,933000
2017-02-06,0.260000,0.260000,0.230000,0.240000,0.240000,933500
2017-02-07,0.245000,0.245000,0.210000,0.220000,0.220000,1182000
2017-02-08,0.210000,0.240000,0.195000,0.230000,0.230000,2684700
2017-02-09,0.225000,0.235000,0.215000,0.220000,0.220000,420100
2017-02-10,0.215000,0.245000,0.210000,0.240000,0.240000,984300
2017-02-13,0.235000,0.235000,0.225000,0.225000,0.225000,430700
2017-02-14,0.220000,0.230000,0.205000,0.205000,0.205000,569400
2017-02-15,0.215000,0.215000,0.175000,0.195000,0.195000,1607800
2017-02-16,0.190000,0.195000,0.180000,0.180000,0.180000,705300
2017-02-17,0.185000,0.190000,0.175000,0.175000,0.175000,370400
2017-02-21,0.185000,0.185000,0.180000,0.180000,0.180000,187200
2017-02-22,0.180000,0.200000,0.170000,0.195000,0.195000,630700
2017-02-23,0.195000,0.195000,0.180000,0.185000,0.185000,324800
2017-02-24,0.180000,0.180000,0.165000,0.170000,0.170000,649200
2017-02-27,0.165000,0.165000,0.150000,0.155000,0.155000,1532500
2017-02-28,0.150000,0.155000,0.130000,0.155000,0.155000,1531800
2017-03-01,0.150000,0.165000,0.150000,0.155000,0.155000,351900
2017-03-02,0.170000,0.210000,0.150000,0.195000,0.195000,1881900
2017-03-03,0.195000,0.195000,0.165000,0.180000,0.180000,914000
2017-03-06,0.175000,0.175000,0.145000,0.150000,0.150000,1259500
2017-03-07,0.150000,0.150000,0.135000,0.135000,0.135000,607200
2017-03-08,0.135000,0.145000,0.135000,0.145000,0.145000,265700
2017-03-09,0.135000,0.140000,0.120000,0.130000,0.130000,1648300
2017-03-10,0.130000,0.130000,0.115000,0.115000,0.115000,1015700
2017-03-13,0.115000,0.150000,0.105000,0.140000,0.140000,1577300
2017-03-14,0.145000,0.170000,0.125000,0.130000,0.130000,2219300
2017-03-15,0.135000,0.140000,0.115000,0.125000,0.125000,1243700
2017-03-16,0.120000,0.125000,0.120000,0.125000,0.125000,263500
2017-03-17,0.125000,0.135000,0.125000,0.125000,0.125000,406200
2017-03-20,0.120000,0.125000,0.110000,0.110000,0.110000,791500
2017-03-21,0.110000,0.130000,0.100000,0.120000,0.120000,2518400
2017-03-22,0.115000,0.115000,0.110000,0.110000,0.110000,629000
2017-03-23,0.110000,0.150000,0.110000,0.145000,0.145000,2199000
2017-03-24,0.145000,0.160000,0.130000,0.135000,0.135000,2223400
2017-03-27,0.130000,0.180000,0.125000,0.165000,0.165000,6265500
2017-03-28,0.155000,0.170000,0.150000,0.155000,0.155000,1828700
2017-03-29,0.160000,0.160000,0.140000,0.145000,0.145000,1472900
2017-03-30,0.145000,0.150000,0.135000,0.145000,0.145000,1531400
2017-03-31,0.145000,0.160000,0.140000,0.155000,0.155000,1087900
2017-04-03,0.155000,0.160000,0.145000,0.150000,0.150000,1589800
2017-04-04,0.145000,0.145000,0.135000,0.135000,0.135000,1107600
2017-04-05,0.135000,0.135000,0.125000,0.130000,0.130000,461900
2017-04-06,0.140000,0.140000,0.130000,0.130000,0.130000,1153200
2017-04-07,0.130000,0.130000,0.125000,0.125000,0.125000,819500
2017-04-10,0.130000,0.130000,0.120000,0.120000,0.120000,790400
2017-04-11,0.120000,0.125000,0.115000,0.125000,0.125000,632600
2017-04-12,0.120000,0.125000,0.120000,0.125000,0.125000,544700
2017-04-13,0.125000,0.130000,0.120000,0.130000,0.130000,386200
2017-04-17,0.130000,0.140000,0.125000,0.140000,0.140000,595100
