Date,Open,High,Low,Close,Adj Close,Volume
2012-07-18,86.655716,86.905716,86.222855,78.223915,86.608574,63175000
2012-07-19,87.325714,87.907143,86.571426,79.263878,87.760002,109215400
2012-07-20,87.575714,87.777145,86.242859,77.971016,86.328575,99367800
2012-07-23,84.914284,86.557144,83.958572,77.910362,86.261429,121993900
2012-07-24,86.768570,87.097145,85.501427,77.534904,85.845711,141283100
2012-07-25,82.065712,82.971428,81.428574,74.186653,82.138573,219328200
2012-07-26,82.822861,82.914284,81.480003,74.175034,82.125717,101658200
2012-07-27,82.144287,83.690002,81.655716,75.501434,83.594284,100984100
2012-07-30,84.417145,85.634285,83.974289,76.774933,85.004288,94785600
2012-07-31,86.175713,87.385712,86.102859,78.804535,87.251427,115581900
2012-08-01,87.987144,88.057144,86.142860,78.294853,86.687141,96125400
2012-08-02,86.120003,87.241432,85.750000,78.421318,86.827141,83039600
2012-08-03,87.661430,88.282860,87.365715,79.441917,87.957146,86230200
2012-08-06,88.184288,89.267143,87.894287,80.325760,88.935715,75525800
2012-08-07,88.967140,89.285713,88.291428,80.114159,88.701431,72611700
2012-08-08,88.484283,89.125717,88.157143,79.978683,88.551430,61176500
2012-08-09,88.264282,88.818573,88.257141,80.434799,88.675713,55410600
2012-08-10,88.387146,88.822861,88.385712,80.560493,88.814285,48734700
2012-08-13,89.055717,90.000000,89.035713,81.636009,90.000000,69708100
2012-08-14,90.267143,91.230003,90.029999,81.855003,90.241432,85042300
2012-08-15,90.185715,90.571426,89.678574,81.743568,90.118568,64335600
2012-08-16,90.172859,90.965714,90.071426,82.457558,90.905716,63633500
2012-08-17,91.428574,92.598572,91.258568,83.982719,92.587143,110690300
2012-08-20,92.858574,95.021431,92.842857,86.190788,95.021431,153346200
2012-08-21,95.831429,96.411430,92.904289,85.012894,93.722855,203179900
2012-08-22,93.488571,95.571426,92.587143,86.672821,95.552856,141330700
2012-08-23,95.158569,95.699997,94.449997,85.864235,94.661430,105032200
2012-08-24,94.215714,95.639999,93.650002,85.940689,94.745712,109335100
2012-08-27,97.141426,97.267143,96.220001,87.555267,96.525711,106752100
2012-08-28,96.425713,96.585716,95.809998,87.441231,96.400002,66854200
2012-08-29,96.464287,96.809998,96.085716,87.268898,96.209999,50701700
2012-08-30,95.805717,95.935715,94.692856,86.024910,94.838570,75674900
2012-08-31,95.321426,95.514282,93.892860,86.202446,95.034286,84580300
2012-09-04,95.108574,96.448570,94.928574,87.463264,96.424286,91973000
2012-09-05,96.510002,96.621429,95.657143,86.849060,95.747147,84093800
2012-09-06,96.167145,96.898575,95.828575,87.631737,96.610001,97799100
2012-09-07,96.864288,97.497147,96.538574,88.172066,97.205711,82416600
2012-09-10,97.207146,97.612854,94.585716,85.878487,94.677139,121999500
2012-09-11,95.015717,95.728569,93.785713,85.599899,94.370003,125995800
2012-09-12,95.264282,95.699997,93.714287,86.792038,95.684288,178058300
2012-09-13,96.767143,97.928574,96.395714,88.501221,97.568573,149590000
2012-09-14,98.565712,99.568573,98.269997,89.576729,98.754288,150118500
2012-09-17,99.907143,99.971428,99.230003,90.678177,99.968575,99507800
2012-09-18,99.982857,100.332855,99.488571,90.954178,100.272858,93375800
2012-09-19,100.037140,100.570000,99.938568,90.978806,100.300003,81718700
2012-09-20,99.879997,100.008568,99.088570,90.538239,99.814285,84142100
2012-09-21,100.344284,100.724289,99.908569,90.718315,100.012856,142897300
2012-09-24,98.122856,99.302856,97.571426,89.513222,98.684288,159941600
2012-09-25,98.322861,98.968575,96.142860,87.277954,96.220001,129697400
2012-09-26,95.534286,96.098572,94.457146,86.194664,95.025711,144125800
2012-09-27,94.898575,97.452858,94.335716,88.286095,97.331429,148522500
2012-09-28,96.964287,97.301430,95.250000,86.443481,95.300003,133777700
